Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Duration,Project Due Date,Project Type,Project Periodicity,Note Plateforme,Project Comment
Experience Advisory,20000.0,lendix,2.0,Clos,839501731,12,06/07/2021,amortizing,monthly,C-,reimbursing
GeoVTC,22000.0,lendix,2.0,Clos,850241480,12,05/07/2021,amortizing,monthly,C-,reimbursing
Opération Villa Belharra - Kairos,1800000.0,wesharebonds,7.5,Clos,448300194,24,17/06/2021,amortizing,monthly,B,reimbursing
Opération de promotion à la Roquette-sur-Siagne,192000.0,lesentrepreteurs,9.0,Clos,900091018,12,18/06/2021,amortizing,monthly,B,reimbursing
Refinancement de factures commerciales lot 27,50000.0,lesentrepreteurs,7.0,Clos,507942332,12,21/06/2021,amortizing,monthly,C,reimbursing
Dc2Scale,15000.0,lendix,8.5,Clos,882411291,24,28/06/2021,amortizing,monthly,C-,reimbursing
CBM Consulting,15000.0,lendix,8.5,Clos,884112202,24,28/06/2021,amortizing,monthly,C-,reimbursing
Business Excellence 360 France,20000.0,lendix,7.5,Clos,817876428,24,25/06/2021,amortizing,monthly,C-,reimbursing
Cigc Batiment,22500.0,lendix,7.5,Clos,822473625,24,25/06/2021,amortizing,monthly,C-,reimbursing
BB Holding Heesch,210000.0,lendix,7.0,Clos,50424491,48,21/06/2021,amortizing,monthly,B,reimbursing
BCRE,95000.0,credit.fr,6.6,Clos,809939671,24,22/06/2021,amortizing,monthly,C+,reimbursing
Horizon Photovoltaïque 15,140000.0,lendopolis,5.35,Clos,897593596,48,29/07/2021,amortizing,monthly,,reimbursing
Scierie De L'Atlantique #2,3000000.0,lendix,4.5,Clos,306761511,60,21/06/2021,amortizing,monthly,A,reimbursing
QUALITY AUTO,30000.0,credit.fr,6.0,Clos,809384092,6,17/06/2021,amortizing,monthly,C,reimbursing
Centre Du Patrimoine,250000.0,lendix,2.0,Clos,441279015,12,24/06/2021,amortizing,monthly,B,reimbursing
JB Technologie,22500.0,lendix,2.0,Clos,834285843,12,01/07/2021,amortizing,monthly,C-,reimbursing
Postma Installatieservice,60000.0,lendix,8.0,Clos,58423052,48,21/06/2021,amortizing,monthly,C,reimbursing
Ker Computing,22500.0,lendix,2.0,Clos,830226379,12,01/07/2021,amortizing,monthly,C-,reimbursing
Tolocal,55000.0,lendix,8.0,Clos,60411716,48,21/06/2021,amortizing,monthly,C,reimbursing
Tellurian,30000.0,lendix,6.5,Clos,882349129,24,24/06/2021,amortizing,monthly,C-,reimbursing
BIOECO,21000.0,credit.fr,5.9,Clos,512758327,36,16/06/2021,amortizing,monthly,B,reimbursing
Robotiks,15000.0,lendix,8.5,Clos,883141525,24,23/06/2021,amortizing,monthly,C-,reimbursing
Les Baleines,15000.0,lendix,6.5,Clos,880619283,24,23/06/2021,amortizing,monthly,C-,reimbursing
Opération Jean Jaurès - Groupe Pouget,160000.0,wesharebonds,9.5,Clos,897910048,24,11/06/2021,amortizing,monthly,,reimbursing
Quadrature Developpement,20000.0,lendix,7.5,Clos,850100439,24,22/06/2021,amortizing,monthly,C-,reimbursing
Sasu Perfect,15000.0,lendix,8.5,Clos,852750074,24,22/06/2021,amortizing,monthly,C-,reimbursing
Aedificem,22500.0,lendix,7.5,Clos,854055936,24,22/06/2021,amortizing,monthly,C-,reimbursing
Medanimal,20000.0,lendix,2.0,Clos,850725318,12,29/06/2021,amortizing,monthly,C-,reimbursing
Afs 92,20000.0,lendix,6.5,Clos,880167366,24,21/06/2021,amortizing,monthly,C-,reimbursing
Noam Say Sas,30000.0,lendix,6.5,Clos,832811772,24,21/06/2021,amortizing,monthly,C-,reimbursing
Kumo Futon,15000.0,lendix,7.5,Clos,881963045,24,21/06/2021,amortizing,monthly,C-,reimbursing
Sci Altineige,20000.0,lendix,7.5,Clos,433812047,24,21/06/2021,amortizing,monthly,C-,reimbursing
Jd'H Directe,20000.0,lendix,2.0,Clos,848934717,12,28/06/2021,amortizing,monthly,C-,reimbursing
Ouverture d'un nouveau magasin Aviva à Saint-Maximin,32000.0,lesentrepreteurs,8.5,Clos,897495131,48,30/06/2021,amortizing,monthly,D,reimbursing
CENTRE IMMOBILIER,235000.0,credit.fr,6.9,Clos,488225145,36,14/06/2021,amortizing,monthly,C+,reimbursing
Iguane Transport,15000.0,lendix,8.5,Clos,883910952,24,18/06/2021,amortizing,monthly,C-,reimbursing
Vanden Abeele Group,20000.0,lendix,7.5,Clos,838741015,24,18/06/2021,amortizing,monthly,C-,reimbursing
AFRAIE,15000.0,lendix,8.5,Clos,849479613,24,17/06/2021,amortizing,monthly,C-,reimbursing
Fashion Curvy,15000.0,lendix,8.5,Clos,850576687,24,17/06/2021,amortizing,monthly,C-,reimbursing
L-INT 2026 - 2 ème Tranche,1827900.0,enerfip,5.25,Clos,833833866,60,15/07/2021,amortizing,monthly,,reimbursing
La Métairie ,2200000.0,enerfip,5.0,Clos,795172972,48,01/10/2021,amortizing,monthly,,reimbursing
Bessand Recrutement,242000.0,lendix,2.0,Clos,799461470,12,14/06/2021,amortizing,monthly,C,reimbursing
Akolade,15000.0,lendix,2.0,Clos,835369901,12,24/06/2021,amortizing,monthly,C-,reimbursing
Az Sols Murs,22000.0,lendix,7.5,Clos,879541043,24,16/06/2021,amortizing,monthly,C-,reimbursing
Pose Parquet,20000.0,lendix,7.5,Clos,881639355,24,16/06/2021,amortizing,monthly,C-,reimbursing
De Enkhuizer Visafslag,79000.0,lendix,8.0,Clos,70641382,48,11/06/2021,amortizing,monthly,C,reimbursing
ABF Studio,15000.0,lendix,8.5,Clos,834031437,24,14/06/2021,amortizing,monthly,C-,reimbursing
OneClickJab,30000.0,lendix,2.0,Clos,831206354,12,21/06/2021,amortizing,monthly,C-,reimbursing
NHZ,15000.0,lendix,2.0,Clos,834837502,12,21/06/2021,amortizing,monthly,C-,reimbursing
"Commerce, réparation automobile - MULHOUSE",25000.0,unilend,7.8,Clos,,36,06/06/2021,amortizing,monthly,,reimbursing
Lexial,15000.0,lendix,2.0,Clos,498226026,12,21/06/2021,amortizing,monthly,C-,reimbursing
Solid.Tech,22500.0,lendix,7.5,Clos,879548337,24,14/06/2021,amortizing,monthly,C-,reimbursing
Livinn,75000.0,lendix,6.5,Clos,65844270,36,09/06/2021,amortizing,monthly,B,reimbursing
De Azcarate Rafael Sasu,15000.0,lendix,7.5,Clos,880617774,24,14/06/2021,amortizing,monthly,C-,reimbursing
Net'B,15000.0,lendix,7.5,Clos,801829193,24,14/06/2021,amortizing,monthly,C-,reimbursing
Oby Sea,15000.0,lendix,8.5,Clos,882677578,24,14/06/2021,amortizing,monthly,C-,reimbursing
Djona Transports,22500.0,lendix,7.5,Clos,883346611,24,14/06/2021,amortizing,monthly,C-,reimbursing
Delictus,30000.0,lendix,6.5,Clos,848314951,24,11/06/2021,amortizing,monthly,C-,reimbursing
New Fly Hind,15000.0,lendix,8.5,Clos,832992929,24,11/06/2021,amortizing,monthly,C-,reimbursing
EarlyTime,22500.0,lendix,7.5,Clos,830197380,24,11/06/2021,amortizing,monthly,C-,reimbursing
A.M.B. ECHAFAUDAGES,100000.0,credit.fr,7.2,Clos,831789730,48,07/06/2021,amortizing,monthly,C+,reimbursing
Tf Autos,15790.0,lendix,2.0,Clos,825363328,12,18/06/2021,amortizing,monthly,C-,reimbursing
3A Trading,15000.0,lendix,8.5,Clos,882922362,24,10/06/2021,amortizing,monthly,C-,reimbursing
Bésingrand,1400000.0,enerfip,4.5,Clos,823557459,48,01/09/2021,amortizing,monthly,,reimbursing
Financement corporate d'Urban Steel Group Tranche n°6,300000.0,lesentrepreteurs,6.0,Clos,881239370,60,30/06/2021,amortizing,monthly,D,reimbursing
Avvinue,22500.0,lendix,7.5,Clos,882975998,24,07/06/2021,amortizing,monthly,C-,reimbursing
Razek,15000.0,lendix,8.5,Clos,852699909,24,07/06/2021,amortizing,monthly,C-,reimbursing
CVE FIN20 CHILE2,3500000.0,lendopolis,5.75,Clos,853671501,60,04/08/2021,bullet,annual,,reimbursing
C.R.D Solution,22500.0,lendix,2.0,Clos,848602488,12,14/06/2021,amortizing,monthly,C-,reimbursing
Pharmacie Des Grands Hommes #2,1546500.0,lendix,4.9,Clos,539429639,60,31/05/2021,amortizing,monthly,B+,reimbursing
Em Consulting,15000.0,lendix,2.0,Clos,751973868,12,14/06/2021,amortizing,monthly,C-,reimbursing
Taem Pop,15000.0,lendix,8.5,Clos,831288568,24,07/06/2021,amortizing,monthly,C-,reimbursing
SEM,30000.0,lendix,6.5,Clos,843843392,24,07/06/2021,amortizing,monthly,C-,reimbursing
Ccf,30000.0,lendix,2.0,Clos,829808161,12,10/06/2021,amortizing,monthly,C-,reimbursing
UTIL'AUTO,43000.0,credit.fr,6.9,Clos,837991033,36,31/05/2021,amortizing,monthly,C+,reimbursing
QUALI PARTS & SERVICES,150001.0,pretup,8.5,Clos,821006004,36,28/05/2021,amortizing,monthly,C,reimbursing
Oniri Creations,180000.0,lendix,2.0,Clos,819111295,12,31/05/2021,amortizing,monthly,C,reimbursing
Cloudwise,1575000.0,lendix,5.25,Clos,57641730,48,31/05/2021,amortizing,monthly,B+,reimbursing
Conseils et services aux entreprises - VILLEMOLAQUE,50000.0,unilend,7.0,Clos,,24,30/05/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,97200.0,lendopolis,4.6,Clos,899218895,60,04/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,33000.0,lendopolis,4.6,Clos,899218895,60,14/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,86000.0,lendopolis,4.6,Clos,899218895,60,29/07/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,30910.0,lendopolis,4.6,Clos,899218895,60,02/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,39000.0,lendopolis,4.6,Clos,899218895,60,14/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,41020.0,lendopolis,4.6,Clos,899218895,60,03/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,27540.0,lendopolis,4.6,Clos,899218895,60,02/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,48000.0,lendopolis,4.6,Clos,899218895,60,16/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,277600.0,lendopolis,4.6,Clos,899218895,60,03/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,180150.0,lendopolis,4.6,Clos,899218895,60,07/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,121640.0,lendopolis,4.6,Clos,899218895,60,05/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,196000.0,lendopolis,4.6,Clos,899218895,60,03/08/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,136390.0,lendopolis,4.6,Clos,899218895,60,03/09/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 17,192710.0,lendopolis,4.6,Clos,899218895,60,02/09/2021,amortizing,monthly,,reimbursing
FORNAL,500000.0,credit.fr,5.9,Clos,791683378,36,09/06/2021,amortizing,monthly,B,reimbursing
IEL Exploitation 20,138550.0,lendopolis,4.0,Clos,502641913,60,26/07/2021,amortizing,monthly,,reimbursing
IEL Exploitation 52,60256.0,lendopolis,4.0,Clos,818240012,60,26/07/2021,amortizing,monthly,,reimbursing
Wingstone,30000.0,lendix,6.5,Clos,878066802,24,02/06/2021,amortizing,monthly,C-,reimbursing
CLS,15000.0,lendix,2.0,Clos,882374077,12,07/06/2021,amortizing,monthly,C-,reimbursing
Batikou,22000.0,lendix,6.5,Clos,844478172,24,02/06/2021,amortizing,monthly,C-,reimbursing
Kogroup,25000.0,lendix,6.5,Clos,829325414,24,02/06/2021,amortizing,monthly,C-,reimbursing
Ouverture d'une nouvelle agence immobilière à Angers,35000.0,lesentrepreteurs,8.5,Clos,893618769,36,07/06/2021,amortizing,monthly,D,reimbursing
BLEUE COMME UNE ORANGE,20000.0,credit.fr,7.3,Clos,793408840,12,25/05/2021,amortizing,monthly,C,reimbursing
Klow SAS,15000.0,lendix,8.5,Clos,852348135,24,01/06/2021,amortizing,monthly,C-,reimbursing
Quatre Deux Deux,20000.0,lendix,2.0,Clos,853669521,12,08/06/2021,amortizing,monthly,C-,reimbursing
Meilleur goût du Liban,22000.0,lendix,7.5,Clos,848980983,24,01/06/2021,amortizing,monthly,C-,reimbursing
Autres activités                 - SAINT ANDRE DE SEIGNANX,35000.0,unilend,7.8,Clos,,36,24/05/2021,amortizing,monthly,,reimbursing
Karmaa,15000.0,lendix,8.5,Clos,881976534,24,28/05/2021,amortizing,monthly,C-,reimbursing
Menor Distribution,15000.0,lendix,8.5,Clos,839430675,24,28/05/2021,amortizing,monthly,C-,reimbursing
SASU Derradj,22500.0,lendix,7.5,Clos,882376437,24,28/05/2021,amortizing,monthly,C-,reimbursing
Hibernian Workshop,30000.0,lendix,2.0,Clos,831834122,12,04/06/2021,amortizing,monthly,C-,reimbursing
Blue Label,22000.0,lendix,2.0,Clos,851615369,12,04/06/2021,amortizing,monthly,C-,reimbursing
SARL AMSTRAMGRAM,50000.0,credit.fr,7.9,Clos,751982596,36,27/05/2021,amortizing,monthly,C,reimbursing
NGU Mobile international,250000.0,lendix,6.5,Clos,50277707,36,24/05/2021,amortizing,monthly,B,reimbursing
Carbonium,67480.0,lendix,2.0,Clos,479597726,12,24/05/2021,amortizing,monthly,C,reimbursing
Horizon Photovoltaïque 16,196000.0,lendopolis,5.0,Clos,899161475,48,11/06/2021,amortizing,monthly,,reimbursing
Capital Global Management,15000.0,lendix,2.0,Clos,853271237,12,28/05/2021,amortizing,monthly,C-,reimbursing
Uls Emergency Vehicles,15000.0,lendix,8.5,Clos,839293792,24,24/05/2021,amortizing,monthly,C-,reimbursing
R.F.L.,27000.0,lendix,6.5,Clos,834808297,24,24/05/2021,amortizing,monthly,C-,reimbursing
Domino's Pizza Veendam,200000.0,lendix,6.95,Clos,71310916,48,24/05/2021,amortizing,monthly,B,reimbursing
MI3 Constructions,15000.0,lendix,8.5,Clos,880278841,24,24/05/2021,amortizing,monthly,C-,reimbursing
Ouverture d'une nouvelle agence immobilière à Nangis,27000.0,lesentrepreteurs,8.5,Clos,891919326,48,31/05/2021,amortizing,monthly,D,reimbursing
Elite Group,15000.0,lendix,8.5,Clos,848553202,24,21/05/2021,amortizing,monthly,C-,reimbursing
Cabinet De Stoop #2,160000.0,lendix,5.5,Clos,519726137,60,17/05/2021,amortizing,monthly,B+,reimbursing
Ouverture d'une nouvelle agence immobilière aux Essarts-Le-Roi,40000.0,lesentrepreteurs,8.5,Clos,898695838,48,31/05/2021,amortizing,monthly,D,reimbursing
Horizon Photovoltaïque 13,46000.0,lendopolis,5.8,Clos,893975268,60,25/05/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 13,313000.0,lendopolis,5.8,Clos,893975268,60,30/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 13,890000.0,lendopolis,5.8,Clos,893975268,60,22/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 13,1034000.0,lendopolis,5.8,Clos,893975268,60,16/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 13,218000.0,lendopolis,5.8,Clos,893975268,60,22/06/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 13,341000.0,lendopolis,5.8,Clos,893975268,60,24/06/2021,amortizing,monthly,,reimbursing
CASHWARE,26013.0,pretup,8.5,Clos,894832427,36,15/05/2021,amortizing,monthly,C,reimbursing
Trending Import SL #2,440000.0,lendix,5.0,Clos,B90325440,18,24/05/2021,amortizing,monthly,B,reimbursing
Club Deal,2000000.0,wesharebonds,5.5,Clos,,24,13/05/2021,amortizing,monthly,,reimbursing
Financement en dette privée sécurisée WAAPI 2,87000.0,lesentrepreteurs,7.0,Clos,841124001,24,10/06/2021,amortizing,monthly,C,reimbursing
Laon Bricolage,300000.0,lendix,4.47,Clos,882277437,30,17/05/2021,amortizing,monthly,B+,reimbursing
Sarreguemines,450000.0,enerfip,4.75,Clos,851348110,48,01/08/2021,amortizing,monthly,,reimbursing
Germinal,85000.0,lendix,2.0,Clos,838434116,12,17/05/2021,amortizing,monthly,C,reimbursing
SARL AUTO PHENIX INDUSTRIE,20000.0,credit.fr,6.0,Clos,501634711,6,19/05/2021,amortizing,monthly,C+,reimbursing
SARL AUTO PHENIX INDUSTRIE,150000.0,credit.fr,6.9,Clos,501634711,36,17/05/2021,amortizing,monthly,C+,reimbursing
2E - Opérations Rouen,400000.0,wesharebonds,10.0,Clos,812309284,24,11/05/2021,bullet,monthly,C,reimbursing
L-INT 2026,2000000.0,enerfip,5.25,Clos,833833866,60,20/05/2021,amortizing,monthly,,reimbursing
ACA ECHAFAUDAGES,20000.0,credit.fr,7.6,Clos,838844876,24,12/05/2021,amortizing,monthly,C,reimbursing
Construction / BTP - BORDEAUX,65000.0,unilend,7.0,Clos,,24,14/05/2021,amortizing,monthly,,reimbursing
Fidflex Contracting,210000.0,lendix,7.0,Clos,24473419,48,14/05/2021,amortizing,monthly,B,reimbursing
TX-Consulting,22500.0,lendix,2.0,Clos,808946560,12,19/05/2021,amortizing,monthly,C-,reimbursing
Vesta Capital,200000.0,lendix,2.0,Clos,811967876,12,14/05/2021,amortizing,monthly,C,reimbursing
GROUPE VAILLANCE CONSEIL,518000.0,credit.fr,5.2,Clos,498733104,48,07/06/2021,amortizing,monthly,B+,reimbursing
TRADE DEVELOPPEMENT,80019.0,pretup,8.5,Clos,530047174,36,08/05/2021,amortizing,monthly,C,reimbursing
L61ROASTERY,465000.0,lendix,6.0,Clos,71937331,48,10/05/2021,amortizing,monthly,B+,reimbursing
Organisation Des Experts En Fundraising,250000.0,lendix,2.0,Clos,834429078,12,10/05/2021,amortizing,monthly,C,reimbursing
BK,100000.0,lendix,2.0,Clos,819290081,12,10/05/2021,amortizing,monthly,C,reimbursing
Villers-Saint-Paul,1200000.0,enerfip,4.75,Clos,823557459,48,01/10/2021,amortizing,monthly,,reimbursing
Menges & De Vries,157000.0,lendix,8.5,Clos,72078596,36,07/05/2021,amortizing,monthly,C,reimbursing
A.M.S. Événements #4,70000.0,lendix,2.0,Clos,417735263,12,07/05/2021,amortizing,monthly,C,reimbursing
Terre d'Opale #2,58000.0,lendix,2.0,Clos,750660797,12,07/05/2021,amortizing,monthly,C,reimbursing
Visuel'Ink,15000.0,lendix,6.5,Clos,881854483,24,07/05/2021,amortizing,monthly,C-,reimbursing
"Commerce, réparation automobile - BORDEAUX",35000.0,unilend,7.8,Clos,,36,30/04/2021,amortizing,monthly,,reimbursing
Azur Sanitaire,15000.0,lendix,2.0,Clos,821432994,12,05/05/2021,amortizing,monthly,C-,reimbursing
PACIFICO  ERIC,20000.0,credit.fr,6.6,Clos,509713558,24,27/04/2021,amortizing,monthly,C+,reimbursing
Virignin,320000.0,enerfip,5.0,Clos,523939858,48,31/05/2021,amortizing,monthly,,reimbursing
Serverhome,154000.0,lendix,7.0,Clos,77669177,48,28/04/2021,amortizing,monthly,B,reimbursing
Promoshoponline.nl,209000.0,lendix,7.0,Clos,08195632,48,28/04/2021,amortizing,monthly,B,reimbursing
Reconditionnement de téléphones,75000.0,prexem,7.5,financé,828415570,24,10/06/2021,amortizing,monthly,B,reimbursing
Financement corporate de SAS Juliand Tranche n°3,175000.0,lesentrepreteurs,7.5,Clos,805273083,24,04/05/2021,amortizing,monthly,D,reimbursing
Mteam Consulting,21000.0,lendix,2.0,Clos,851912998,12,30/04/2021,amortizing,monthly,C-,reimbursing
Solarian,22500.0,lendix,2.0,Clos,833701899,12,30/04/2021,amortizing,monthly,C-,reimbursing
EREMOS,700000.0,credit.fr,6.2,Clos,831477591,48,30/04/2021,amortizing,monthly,B,reimbursing
Opération de promotion à Saint-Raphaël,2950000.0,lesentrepreteurs,9.0,Clos,894548890,18,05/05/2021,amortizing,monthly,B,reimbursing
Fantasiiia,75000.0,lendix,2.0,Clos,523260016,12,26/04/2021,amortizing,monthly,C,reimbursing
PETIT PRINCE SERVICES,20000.0,credit.fr,6.6,Clos,838838415,24,20/04/2021,amortizing,monthly,C+,reimbursing
M2DG - Myflexoffice #4,340000.0,wesharebonds,6.0,Clos,822344594,24,16/04/2021,amortizing,monthly,C,reimbursing
Six'Auto,22500.0,lendix,7.5,Clos,852533991,24,24/04/2021,amortizing,monthly,C-,reimbursing
Or Formation Services,160000.0,lendix,2.0,Clos,393553953,12,23/04/2021,amortizing,monthly,C,reimbursing
Ivar's,117500.0,lendix,6.5,Clos,74808788,36,21/04/2021,amortizing,monthly,B,reimbursing
MERRANDERIE OLIVEIRA,50019.0,pretup,8.5,Clos,492511316,24,17/04/2021,amortizing,monthly,C,reimbursing
Industrie - Broût- Vernet,35000.0,unilend,7.8,Clos,,36,17/04/2021,amortizing,monthly,,reimbursing
RegCounsel Financial Services,125000.0,lendix,6.5,Clos,63420066,36,19/04/2021,amortizing,monthly,B,reimbursing
SANTE BIO EUROPE,20000.0,credit.fr,6.6,Clos,521439927,24,14/04/2021,amortizing,monthly,C+,reimbursing
Clenzics Technologies,25000.0,lendix,6.5,Clos,878400639,24,19/04/2021,amortizing,monthly,C-,reimbursing
Afianza Asesores,300000.0,lendix,7.0,Clos,B83117804,60,19/04/2021,amortizing,monthly,B,reimbursing
V-P France #2,1000000.0,lendix,2.0,Clos,808513543,12,16/04/2021,amortizing,monthly,A,reimbursing
V-P France,1030000.0,lendix,3.15,Clos,808513543,36,16/04/2021,amortizing,monthly,A,reimbursing
P2I #2,1750000.0,lendix,5.85,Clos,394360275,24,15/04/2021,amortizing,monthly,B+,reimbursing
Clevergig #2,105000.0,lendix,5.8,Clos,65595335,48,15/04/2021,amortizing,monthly,B+,reimbursing
Horizon Photovoltaïque 14,296000.0,lendopolis,5.0,Clos,894414283,48,03/05/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 14,1511000.0,lendopolis,5.0,Clos,894414283,48,11/05/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 14,158000.0,lendopolis,5.0,Clos,894414283,48,04/05/2021,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 14,377000.0,lendopolis,5.0,Clos,894414283,48,07/05/2021,amortizing,monthly,,reimbursing
CenterOne Group,160000.0,lendix,7.0,Clos,30238162,48,12/04/2021,amortizing,monthly,B,reimbursing
Financement en dette privée sécurisée WAAPI,200000.0,lesentrepreteurs,7.0,Clos,841124001,24,30/04/2021,amortizing,monthly,C,reimbursing
Redin Internacional Talde,1237113.0,lendix,5.75,Clos,B71224018,36,11/04/2021,amortizing,monthly,B,reimbursing
Financement corporate de SAS Juliand Tranche n°2,180000.0,lesentrepreteurs,7.5,Clos,805273083,24,14/04/2021,amortizing,monthly,D,reimbursing
Club Deal,200000.0,wesharebonds,10.0,Clos,,12,03/04/2021,amortizing,monthly,,reimbursing
Urba 122,219000.0,lendopolis,5.0,Clos,819369091,48,15/04/2021,amortizing,monthly,,reimbursing
Urba 124,349000.0,lendopolis,5.0,Clos,819370909,48,26/04/2021,amortizing,monthly,,reimbursing
Reprise d'une agence Century 21 au Pradet,30000.0,lesentrepreteurs,8.5,Clos,894608017,36,16/04/2021,amortizing,monthly,D,reimbursing
Centre hospitalier William Morey,250000.0,enerfip,5.0,Clos,823557459,48,01/07/2021,amortizing,monthly,,reimbursing
Boyer - Jugy,145000.0,enerfip,4.5,Clos,892419995,60,14/05/2021,amortizing,monthly,,reimbursing
La Feuillane 1,1600000.0,enerfip,4.75,Clos,823557459,48,01/07/2021,amortizing,monthly,,reimbursing
Ombrières d'Occitanie,158130.0,enerfip,5.0,Clos,888113453,48,22/04/2021,amortizing,monthly,,reimbursing
Haras d'Ecotier,35011.0,pretup,8.5,Clos,428288872,36,01/04/2021,amortizing,monthly,C,reimbursing
SAT,20000.0,credit.fr,6.6,Clos,789526597,24,31/03/2021,amortizing,monthly,C+,reimbursing
